Data;Usuário;Nome;Tweet
2022-03-14 23:46:22+00:00;hxrtminds;duda! | 🏕️ ctapda;eu so queria uma fic onde a renesmee não ficasse c o jacob eh pedir mt
2022-03-14 23:46:07+00:00;hrryswan;ؘ;@hsmydilf uma songa monga tava flnd q ia fzr uma thread de fic hb  dps q aql comfort fez, vou infernizar q nem fizeram c minha thread
2022-03-13 23:58:58+00:00;thallezszzsz;guru do amor 💘 ):);10/10 pra fic https://t.co/76NhNeqmgl
2022-03-13 23:58:50+00:00;abovejulia;ju 🐏;@jscarletti_ ELE É FANFIQUEIRO E CONFUNDIU A VERDADE
2022-03-13 23:58:43+00:00;LouisMyMj;ؘ;@LouisPauIistano que fic eh essa manda link
2022-03-13 23:58:40+00:00;_bahyildiz;Bagodma;@Lazendebrave @rezende_evil @eulaisoca Qual a fic de BH?
2022-03-13 23:58:35+00:00;calmalouiis;karine ★;@lwtsbrve @leodolou_ @hrryswan socorro vei espero que não pensem que to mandando pq eu literalmente tava escrevendo a fic e entrei aqui pra postar isso kkkk
2022-03-13 23:58:28+00:00;houis_ly;ly 🦋 LTWT 🎤;achei que não tinha tanta sofrencia assim nessa fic
2022-03-13 23:58:24+00:00;tobemyhabit;keh;@calmalouiis tô sedenta por uma fic nova karine
2022-03-13 23:58:24+00:00;acousticsetcal1;ana is a complete mess (taylor's version) 💙💚;comecei a falar com a minha mãe sobre ir morar nos Estados Unidos e ela já começou a escrever a fanfic falando q eu vou casar com o Paris Brosnan kkkkkkkkkk
2022-03-13 23:58:07+00:00;tuitahayley;hayley;@badsariette_ a fic nova da @tuitayass
2022-03-13 23:58:07+00:00;Iunadiets;• LuNa ʚɞ;@yoonmagrelo Essa aí é tão fanfiqueira q nem acredito mais
2022-03-13 23:58:02+00:00;_marcellemms;Marcelle Menezes 🐍;Ler fanfic tá virando ranço já, ninguém lança capítulo __AAAAAAAAAA
2022-03-13 23:57:53+00:00;g_ojou;lena ⚤︎;@sasukerico nossa eh exatamente assim qualquer arte/fic dos dois é mt angst ou mt sexoooo n existe meio termo
2022-03-13 23:57:43+00:00;https_yuui;kira do rock;Eu to indo fanficar deitado na minha cama ouvindo música pq eu nao tenho ngm, e se eu nao tenho ngm, ngm me tem, ent eu so vou fanficar mesmo
2022-03-13 23:57:31+00:00;loeydemon;(H²O)livia;gente mas sério qualquer pessoa q quiser betar minha fic eu to aceitando viu
2022-03-13 23:57:30+00:00;calmalouiis;karine ★;@leodolou_ @hrryswan nem sei que fic é
2022-03-13 23:57:29+00:00;rottenworkss;💭;@R125Aquarium tou lendo uma fanfic
2022-03-13 23:57:26+00:00;janmissio_;janea;@seokjin0nlyfans Passada cm essa fic
2022-03-13 23:57:17+00:00;UmaMutti;Sandra M;@carmensvirginia Qdo ouço/leio sobre a Esl0 ser miss eu , na minha fanfic mental imagino q ela fez o curso no sentido contrario da Sandra Bullock no Miss simpatia. Falta delicadeza, modo, falas q acomodam todos e etc. #BBB22 #SpaceCentralBBB https://t.co/lv8nEQWrZM
2022-03-13 23:57:17+00:00;coisarine;Eta Carinae;aparentemente eu escrevi uma fanfic que os personagens de death note renasciam no brasil e não tenho nenhuma memória disso....
2022-03-13 23:57:09+00:00;agathacrv;agathinha ◟̽◞̽ VAI VER O H&L;@lwtsbrve amg como vc acha fic top lá? pq tipo no wattpad tem como criar aquelas listas etc mas n sei como funciona mt bem no ao3
2022-03-13 23:56:58+00:00;jitryoshka;𝗿𝗲𝘃𝗶 ☻ minsung!au;VO POSTA A OUTRA FIC DE ****** *****
2022-03-13 23:56:55+00:00;vantescy;★;Vou começar a ler wasabi club sdds de ler uma fic taekook espero q seja boa
2022-03-13 23:56:55+00:00;viny_oliveira19;Vinícius Oliveira;@anatcamilo @Luanaaa__1 @JadreMoments Quem disse? Nenhuma foto desse rolê dele com a Larrisa, só fanfic da galera. E outra, ele tava a tarde com Vanessa Lopes e a noite Vanessa estava no rolê da Jade. Fora que tem ele chegando no elevador com a Jade... Gosto da Jade e o PA juntos mas não dá para negar a realidade.
2022-03-13 23:56:37+00:00;szcry_babysz;♡ 𝐂𝐫𝐲𝐛𝐚𝐛𝐲 ♡;quando vc já consumiu tudo da sua obra favorita e vem um vazio existencial inexplicável depressão ainda bem que o fandom serve com fanfic e fanart
2022-03-13 23:56:35+00:00;oIiviapope;agatha;@vittorrrrrn NAO ME DEIXA FANFICAR
2022-03-13 23:56:35+00:00;Jardellbrito;Jardel Brito;@httpsrealitys @oppscausey enfim o unico que votava no lucas e o finado abravanel os demais nem. mais o arthur manipula o lucas facil ne duas palavras e o lucas sai na fanfic kkkk
2022-03-13 23:56:33+00:00;minseology;ℓaℓis ☕️;lendo fic com membro DAQUELE grupo que nAo dEvE sEr NoMeAdO
2022-03-13 23:56:21+00:00;iitslarahossler;🦋;Odeio ler fic ou livro em que a mulher é uma puta de uma gostosa e dona da porra mas se humilha por um puta babaca, machista e escrito do caralh*
2022-03-13 23:56:01+00:00;bringthenoize_;prompto argentum;@lbrennu a fic do gba modded mô
2022-03-13 23:55:56+00:00;iZzZbeomgyu;micka ODDINARY OUT NOW’;@d0d0lovs @ibeomgyr a fanfiqueira ta on
2022-03-13 23:55:51+00:00;coelhobrancolen;Toca do Coelho ♿📖: Mo Dao Zu Shi¹;"@CaimPerpetuo Eu escrevia fanfic de creepypasta (nada estilo ""jeff the killer me ama"" era mais ""olha essa creepy nova saída diretamente dos meus traumas"")"
2022-03-13 23:55:42+00:00;weiszsup;não é a geo;só fanfic clexa e limantha kakskssk
2022-03-13 23:55:39+00:00;cactusmoonie;𝐌𝐎𝐎𝐍star⁷ escrevendo um livro em uma semana;preciso parar de ler fanfic, preciso parar de usar o instagram
2022-03-13 23:55:35+00:00;babindie;mia;minha vida eh uma fanfic
2022-03-13 23:55:31+00:00;vkooknamu;⋆ Jess ≮ Namjoon's wife;eu cheguei nos confins do inferno do wattpad pqp, derrubar fanfic de incesto ninguém quer, mas para denunciar trabalho de outras pessoas que não fazem absolutamente nada de errado são bem rapidinhos
2022-03-13 23:55:31+00:00;mfefah;fenanda¹⁹;@benoistmcgh qual a fic amiga
2022-03-13 23:55:24+00:00;kkthvant;sas⁷;@byheavn a fanfic de centavos
2022-03-13 23:54:46+00:00;MarianBraga_;M;Quero achar uma fic ou au bem boiolinha dos Larry bem diabética
